target_kind,complexity,noise_std,model,dim,eig_idx,budget,selected_lr,median_test_rmse,q25_test_rmse,q75_test_rmse,mean_test_rmse,n
monotone,5,0.0,unconstrained,5,2,2,0.1,0.6762997806072235,0.5903548896312714,0.7545917183160782,0.6719403105477492,96
monotone,5,0.0,unconstrained,5,2,5,0.0372759372031493,0.5718793272972107,0.48778107762336725,0.6621771156787872,0.5763068568582336,96
monotone,5,0.0,unconstrained,5,2,10,0.0372759372031493,0.4938816279172897,0.4269923195242881,0.5848447978496552,0.5140065482507149,96
monotone,5,0.0,unconstrained,5,2,20,0.1,0.41913808882236475,0.35502060502767563,0.4826879575848579,0.425377263687551,96
monotone,5,0.0,unconstrained,5,2,50,0.1,0.2882763743400574,0.23387644439935681,0.33985985070466995,0.3000601775323351,96
monotone,5,0.0,unconstrained,5,2,100,0.1,0.22203723341226575,0.17922016605734825,0.2584863305091858,0.22379508288577196,96
monotone,5,0.0,unconstrained,5,2,200,0.0372759372031493,0.16067919880151743,0.1364701800048351,0.1860013231635093,0.17013802511307097,96
monotone,5,0.0,unconstrained,5,2,500,0.0372759372031493,0.12682491540908808,0.1150555573403835,0.145423986017704,0.1305461510783061,96
monotone,5,0.0,unconstrained,9,4,1,0.0372759372031493,0.7446528673171997,0.645181193947792,0.845604807138443,0.7376488900432984,96
monotone,5,0.0,unconstrained,9,4,2,0.0372759372031493,0.6165648400783539,0.5419468581676483,0.71525639295578,0.6286382290224234,96
monotone,5,0.0,unconstrained,9,4,5,0.0372759372031493,0.5372662544250488,0.47687859088182444,0.6276437789201736,0.546853587962687,96
monotone,5,0.0,unconstrained,9,4,10,0.0372759372031493,0.47132591903209686,0.39451836049556727,0.5479364395141602,0.47446874373902875,96
monotone,5,0.0,unconstrained,9,4,20,0.0372759372031493,0.3649120330810547,0.3182365670800209,0.45125426352024073,0.3812596762242417,96
monotone,5,0.0,unconstrained,9,4,50,0.0372759372031493,0.2505713701248169,0.20911302044987673,0.318864107131958,0.2644997951574623,96
monotone,5,0.0,unconstrained,9,4,100,0.0372759372031493,0.17266507446765894,0.1515283584594726,0.21476037427783004,0.18359825046112135,96
